Question,Answer
알레르기 <b>결막염</b> 인데 세수나 차가운 물로 눈 씻어도... ,... 알레르기성 <b>결막염</b> 이라고 하던데 알레르기성 <b>결막염</b>에 걸렸을때 폼 클렌징... 세수 자주 하고 차가운 물로 눈 씻는다고 해서 알레르기성 <b>결막염</b>이 더... 알레르기성 <b>결막염</b>에 도움이 되나요? 그리고 평상시에 휴대폰 덜 보고 눈... 
알레르기 <b>결막염</b>진단을 받아는되요,어제 알레르기 <b>결막염</b>진단을 받아는되요 제가 동그라미친 누런거는 무었인가요  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 사진이 흐려 명확하지 않습니다. 사진을 보아 결막모반이 의심됩니다. 불편감이... 
알레르기성 <b>결막염</b>,"파브론골드A를 먹었는데 알레르기성 <b>결막염</b>이 올라왔습니다 평소 부루펜 먹고 눈이 붓고 충혈되는 등의 알레르기를 갖고 있어서, 부루펜이 들어있는지 봤는데 없더라구요 혹시 함량이 잘못된 건지 아니면 다른 알레르기 유발 물질이... "
<b>결막염</b> 질문,"<b>결막염</b> 짜면 안 되는 건가요 안과 갔다와서 약 처방 받았는데 나을 기미가 안... ㅠㅠ <b>결막염</b>은 눈의 결막이 염증을 일으키는 질환이며, 눈이 붉어지고 따가움... 눈이 따가운 것은 <b>결막염</b>의 특징 중 하나이므로, 짜면 염증이 더 심해질... "
<b>결막염</b>이나 안구건조증이 있으면 흰자색,<b>결막염</b>이나 안구건조증이 있으면 흰자색이 바뀔 수가 있나요 ㅠㅠ 흰자색이 눈을 벌리면 위쪽은 하얀데 가운데는 조금 회색이에요 .. 그리고 눈에 점? 이 회색으로 조그만하게 양쪽에 생겼어요 ㅠㅠ  안녕하세요. 사진이 없어 판단이... 
<b>결막염</b> 렌즈,<b>결막염</b> 관련 질문인데요. 렌즈때문에 <b>결막염</b>에 걸렸는데요. 오른쪽눈이 너무... <b>결막염</b>이 다 나은지 어떻게 알수있나요? 또 나은거라면 일주일 기다리지않고... <b>결막염</b>에 결렸다고 하더라도 상태가 심하지 않는 경우에는 자연치유 즉... 
알레르기성 <b>결막염</b>,제가 알레르기성 <b>결막염</b>에 걸였는데 다 나은 줄 알고 렌즈를 끼면 꼈을 땐... ^^ 과일아재의 답변: 알레르기성 <b>결막염</b>은 눈의 결막이 알레르기 반응에 따라... 하지만 <b>결막염</b> 증상이 계속되거나 심해진다면 전문의와 상담하여 적절한 치료... 
알레르기 <b>결막염</b> 찜질,안녕하세요 알레르기 <b>결막염</b>이 냉찜질에 좋다고 알고 있는데 완치가 어려운 걸로 알고 있습니다 증상이 심해지면... 알고있는 관련 지식으로 여러분들의 궁금증을 해소 시켜 드리겠습니다.^^ 과일아재의 답변: 알레르기 <b>결막염</b>은 찜질이... 
알레르기성 <b>결막염</b> 안약사용,제가 알레르기성 <b>결막염</b>으로 엑솔점안액0.1%와 후메론일회용을 처방받았는데요 제가 후메론 일회용 뜯는걸 좀 잘... 알고있는 관련 지식으로 여러분들의 궁금증을 해소 시켜 드리겠습니다.^^ 과일아재의 답변: 알레르기성 <b>결막염</b> 안약... 
<b>결막염</b> 렌즈,"<b>결막염</b>이 다 낫지 않았는데 렌즈 껴도 되나요? 약을 넣고 있기는 해요 내일 껴야하는데 말이에요ㅜㅜ <b>결막염</b>은 안구의... 따라서, <b>결막염</b>이 아직 완전히 치료되지 않았다면 렌즈를 착용하는 것은 권장되지 않습니다. 렌즈 착용 시 <b>결막염</b>... "
알레르기성 <b>결막염</b> 눈 아픔,몇 달 전부터 눈이 가려워서 2주 전 안과에 갔는데 알레르기성 <b>결막염</b>을 진단받고 처방받은 안약을 넣고 있어요.... 알레르기성 <b>결막염</b>은 눈이 가렵고 붓는 등의 증상을 일으킬 수 있습니다. 안약과 인공눈물을 사용하고 계시는 것은... 
흰자에 빨간 선 <b>결막염</b>인가요?,"원래부터 유행성<b>결막염</b>? 환절기마다 눈이 간지러워어 약 처방받아 넣곤 했는데, 전체가 조금 붉어지는 경우는 있었어도 한 부분만 빨갛게 심하게 올라온 적은 없어서요.. 반대쪽 눈에는 이물감 느껴져서 속눈썹 들어갔나 계속 확인하게... "
저 렌밍아웃 안햇는데 <b>결막염</b> 걸린 거 같아요,<b>결막염</b>인지 안구건조증인지는 모르겠는데 눈이 피로하고 렌즈까면 쓰라려요 컬러렌즌데 아무튼 엄마랑 토요일에 안과가서 시력재기로 했는데 그때 렌즈 끼는거 의사선생님한테 들킬려나요?ㅠㅠ시치미 때면 믿으려나요.. 안녕하세요.... 
붓기도 있구요. <b>결막염</b>증상인가요? 안과 가봐야하는데,"... <b>결막염</b>증상인가요? 안과 가봐야하는데 여의치않아 일단 문의드립니다... 올려주신 사진으로 봤을 때 외관상 딱히 안검염이나 <b>결막염</b>의 증상같지는... 우선 <b>결막염</b>에는 알레르기<b>결막염</b>이나 유행성<b>결막염</b>, 세균성<b>결막염</b> 등이 있으나... "
이거 <b>결막염</b>인가요?,... <b>결막염</b>인가요? 눈을 비볐는데 눈 아래도 살짝 부엇고 가만히 있을 땐... 만약 <b>결막염</b>이라면 꼭 안과를 가야하나요? 3. <b>결막염</b>에는 어떤 약이... 4. 자연치유가 가능할까요?  <b>결막염</b> 같기는 한데.. 안과 가보심이 가장 정확하겠네요
왼쪽눈에 녹내장수술을 했는데 며칠전에 <b>결막염</b>이와서... ,왼쪽눈에 녹내장수술을 했는데 며칠전에 <b>결막염</b>이와서 안약 크라비트 파타데이 2가지를 넣고있어요. 호전이... <b>결막염</b>은 눈의 표면을 감싸고 있는 결막이 염증을 일으키는 것으로 수술 부위에 이상이 생길 수 있습니다. 자세한 사항은... 
알레르기 <b>결막염</b>,알레르기 <b>결막염</b>인데 자꾸 눈이 충혈되고 그래서 안대를 써야될까요? 급해요ㅠ  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 안대를 낀다고 알레르기가 좋아지진 않습니다. 안과에서 약을 처방받아 사용하는게... 
전염성 <b>결막염</b> 각막염 학교 가도 되나요?,전염성 <b>결막염</b> 각막염 학교 가도 되나요? 의무가 아니라면 가려고 하는데 혹시 의무인가요? 현직검안사입니다. 아뇨 빼시는게맞습니딘. 광고홍보아니니 참고해주세요. https://m.blog.naver.com/vav0800/223206980647 
알레르기성 <b>결막염</b> 진단받았는데 약 언,알레르기성 <b>결막염</b> 진단받았는데 약 언제까지 투약하라는 말이 없었거든요..안약 2개인데 언제까지 넣어야 할까요?  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 전제훈 입니다. 불편감이 없다면 중단하면 됩니다. 요즘 환절기로... 
<b>결막염</b> 먹는약,제가 15일에 <b>결막염</b> 진단을 받아서 병원에서 안약 두개를 하루에 3번 넣으래서 4일동안 열심히 넣었는데 아직도... 그냥 <b>결막염</b> 약 달라고해도 될까요? 안녕하세요. <b>결막염</b> 질문주셨습니다. 렌즈 착용에때문에 생긴 <b>결막염</b>이라면 렌즈 착용... 
<b>결막염</b>인지? 공막염인지 알고 싶습니다. (분당 30대초반... ,"... 갔는데 <b>결막염</b>이라고 하셔서 별 걱정 안하고 처방해주신... <b>결막염</b>과 공막염은 같은 염증성 질환이지만 발생한... 질환인 <b>결막염</b>은 통증, 이물감, 눈곱, 눈물, 가려움증, 충혈... 바이러스성 <b>결막염</b>은 치료를 하지 않더라도 2주 정도면... "
<b>결막염</b>인가여?,오른쪽 눈 쌍커풀 라인이 모기 물린것같이 부웠고 충혈이 나진 않랐는데 눈을 감을 때마다 너무 아파오 ㅠㅠ 눈이 부은게 느껴져요 이런 증상이 <b>결막염</b>인가요?  안녕하세요 <b>결막염</b>을 의심중이시군요 통증이 있으시다면 <b>결막염</b>일 가능성도... 
눈 <b>결막염</b>,... <b>결막염</b> 맞나요? 2. 안과 가서 치료받으면 없어질까요? 3. 검정색 모반? 도 눈 윗부분 아랫부분에 보이는데 이건 어떻게 해야 없어지나요? 4. 화 수 목 계속 원데이 투명 렌즈를 껴야하는데 괜찮을까요?  안녕하세요. 대한의사협회·네이버... 
알러지성 <b>결막염</b>약 아티펜 질문,... 일주일이상 써도 되나요 7세인데 <b>결막염</b> 재발을 해서 3주전쯤 처방받은거 있는데 다시 써도 될까해서요  안녕하세요. 네이버 지식iN 상담 약사 윤수근 입니다. 보존제가 함유된 다회용 점안액은 개봉 후 사용기간이 한 달입니다.
<b>결막염</b> 안구혼탁 각막혼탁,<b>결막염</b>이 오른쪽눈에 심하게 왔었다가 이제는 다 나았습니다 근데 그대로 그자리에 안구혼탁? 각막혼탁이 왔는데 안경을 쓰면 원래 시력처럼 보이고 렌즈를 끼면 아예 안경을 안낀 시력처럼 아주 흐릿하게 보입니다 그 이유가 뭘까요?... 
알레르기성 <b>결막염</b> 렌즈 착용,원래 비염이 심한 편이라 비염 도지면 눈도 같이 붓고 눈물도 나오고 하는 편이에요 그냥 비염 괜찮아지면 눈도 자연스레 괜찮아졌구요 근데 오늘 너무 심해서 쌍꺼풀이 거의 2~3배가 되고 그래서 렌즈 빼고 안과 가서 <b>결막염</b> 약 받고... 
알레르기 <b>결막염</b> 안약 4일차인데요,"충혈이 너무 심해져서 병원에 갔더니 알레르기 <b>결막염</b>이라고 하셔서 안약을 받아왔어요 근데 4일째 넣고 있는데... 알레르기 <b>결막염</b>은 결막에 염증이 생기는 질환으로, 주로 충혈, 가려움, 붓기 등의 증상을 동반합니다. 안약을 사용하면... "
<b>결막염</b> 외출,제가 유행성 <b>결막염</b>에 걸렸는데 ㅠ 외출해도 되는 건가요? 쇼핑을 하거나... 밥을 먹거나... 해도 되나요?ㅠ 그리구 점점... <b>결막염</b>으로 많이 불편하실거 같네요ㅠㅠ <b>결막염</b>의 예방 방법에는 여러가지가 있습니다 제가 <b>결막염</b> 치료 방법과... 
알레르기성 <b>결막염</b>,원래 알레르기성 <b>결막염</b>이 있어서 안약을 주기적으로 처방... ^^ 과일아재의 답변: 알레르기성 <b>결막염</b>은 알레르기... 선풍기로 인한 눈의 충혈은 알레르기성 <b>결막염</b>의 증상 중... 따라서 선풍기가 알레르기성 <b>결막염</b>의 원인이 될 수 있으나... 
알레르기성 <b>결막염</b>,"알레기성 <b>결막염</b> 때문에 너무 힘들어요ㅜㅜ 한양대... 안구건조증, 알레르기 <b>결막염</b>은 서로 상승 작용이... 알레르기 <b>결막염</b>하고 같이 치료하는 경우가 좋습니다.... 렌즈를 사용하시고 계시면 <b>결막염</b>이 있으신 경우 렌즈 사용은 피하시는... "
<b>결막염</b> 약 질문,... 제가 <b>결막염</b>에 잘 걸리려서 안과에 가려고 하는데 안약만 처방 받을 수 있나요? 먹는 약은 지금 속이 안 좋으니 안... 제가 <b>결막염</b>에 잘 걸리려서 안과에 가려고 하는데 안약만 처방 받을 수 있나요? 안과 가셔 처방받아 안약만 드세요... 
<b>결막염</b> 걸렸는데,27일 <b>결막염</b> 걸려서 로테프로랑 레보클 처방 받았는데 <b>결막염</b> 걸린 첫 날보다 오히려 눈이 더 빨갛고 호전될 기미가... 급성 <b>결막염</b>은 1주가량 감복기를 거치면서 증상이 나타나고 3~4일을 고비도 더 심해지다가 차츰 진정이 됩니다.... 
알레르기 <b>결막염</b> 있는사람들은 비염도,알레르기 <b>결막염</b> 있는사람들은 비염도 있나요? 저 매운거나 뜨거운거 먹으면 콧물이 나오거든요  네~ 알레르기 <b>결막염</b>과 증상이 같은 유행성 각<b>결막염</b>이 있습니다 ^.^ 차이점은 유행성 각<b>결막염</b>은 감기바이러스인 아데노바이러스에 의해... 
<b>결막염</b> 렌즈,"제가 지금 <b>결막염</b>인거 같은데 오늘 제가 렌즈를 무조건... <b>결막염</b>에 결렸다고 하더라도 상태가 심하지 않는... 반복적으로 <b>결막염</b> 증상이 나타나게 되는 경우에는 최대한... 알레르기성 <b>결막염</b>을 일으킬 수 있는데, 눈이 가렵고 뻑뻑하거나... "
세균성 <b>결막염</b> 병원 재방문,이틀전에 세균성 <b>결막염</b>이 동공까지 감싸고 있다고 해서 먹는약이랑 안약 받아서 넣고있는데 오늘 병원을 가야하는데 시간이 안되고 일요일 월요일 병원이 쉬어서 3일뒤에 다시 가야하는데 괜찮을까여..? 아직까지 눈 간지럽고 살짝... 
"알레르기 <b>결막염</b>, 안구건조증",마스크 쓴 날부터 눈이 아프고 따가워서 안과를 갔더니 알레르기 <b>결막염</b>과 안구건조증 진단을 받았습니다. 어떤 마스크를 써도 너무 힘들고 마스크를 벗고 있어도 흰자가 붓는것처럼 눈의 이물감이 사라지지 않고 일상생활에도 많은... 
안녕하세요 <b>결막염</b> 관련 도움이 필요합니다 ㅠㅠ,안녕하세요 <b>결막염</b> 관련 질문이 있어 이렇게 질문드립니다. 2/13일부터 눈이 충혈되고 눈꼽이 많이 끼는 증상이... 제가 현재 미국에 거주중이라 안과는 병원비 문제로 못가고 대학교 병원을 갔는데 바이러스성 <b>결막염</b> 같다고 푹 쉬면 해결... 
강아지 <b>결막염</b> 궁금한점,강아지가 <b>결막염</b> 걸렸는데요 <b>결막염</b>도 종류가 있잔아요 알레르기 <b>결막염</b>도 항생제안약으로 도 치료가 되나요... 세균 감염이 원인인 경우 항생제의 점안이 추가되는데 <b>결막염</b>은 재발이 쉽기 때문에 조기에 치료를 해주셔야 합니다. 또한... 
알레르기성 <b>결막염</b>,"말 그대로 알레르기성 <b>결막염</b>인데 렌즈를 꼭 껴야하는데 렌즈만 끼면 눈 앞이 기름이 낀거처럼 뿌얘지고 그 후로 계속... 심한 알러지 <b>결막염</b> 경우는 알러지 항원 감별 검사를 받기도 하고, 일반인이 잘 쓰지 않는 약으로 치료하기도... "
선생님들 저 <b>결막염</b>인가요,... 상당한데 <b>결막염</b>인건가요? 저도 모르게 자주 손등으로... <b>결막염</b> 증상으로는 눈이 많이 가렵거나 눈물이 나면서... 렌즈를 사용하시고 계시면 <b>결막염</b>이 있으신 경우 렌즈... 대부분 자극성이나 알레르기성에 의한 <b>결막염</b> 환자인 경우가... 
<b>결막염</b> 약 비용이 어떻게 되나요,... <b>결막염</b> 인 것 같다고 해서 약을 좀 사다주려는데 <b>결막염</b>약은 약굳에서 얼마정도로 구매할 수 있나요? <b>결막염</b> 약은... 일반적으로 약국에서 판매되는 <b>결막염</b> 약은 몇천 원에서 1만 원 사이로 판매됩니다. 따라서 2만 원으로도 충분히... 
<b>결막염</b> 붓기,"<b>결막염</b> 걸렸다가 다 나았는데 눈 붓기가 안빠지고 그냥 쌍코플이 생겨버렸는데 어떻하죠…..? 제발ㄹ 제 눈 좀... <b>결막염</b>으로 인한 눈 붓기가 계속 지속되고 쌍코플이 생겼다면, 몇 가지 조치를 취해 볼 수 있습니다. 1. 눈을 적절히... "
이거 <b>결막염</b>인가요?,"... 이거 <b>결막염</b>인가요? 제가 렌즈 끼고 자거나, 불 끄고 핸드폰하고 엄청 늦게 자서 눈이 뻐근한데 렌즈를 꼈었는데... <b>결막염</b>으로 많이 불편하실거 같네요ㅠㅠ <b>결막염</b>의 원인, 증상, 치료 방법에는 여러가지가 있습니다 제가 <b>결막염</b> 치료... "
<b>결막염</b>인가요?,... 그리고 며칠전부터 눈 밑이 빨개졌어요 한쪽눈만 그렇습니다 반대쪽은 멀쩡하구요. <b>결막염</b>인가요?안약 넣어도 되나요 <b>결막염</b>인지는 의사쌤이 결정하세요 안약도 아무거나 넣으시면 안되니 처방받은거로 넣으세요 
<b>결막염</b> 약 저녁에만 먹어도 되나요,가렵고 따갑고 붓고해서 <b>결막염</b> 먹는 알약 3일치를 같이 주셨는데 아침 저녁에 먹으라고 하도라구요 근데 제가 아침을... 안녕하세요 <b>결막염</b> 약은 의사 또는 약사의 처방에 따라 복용 방법이 달라질 수 있습니다. 일반적으로는 의사의... 
알레르기성<b>결막염</b>,"비염하고 걍 일반 알레르기성<b>결막염</b> .. 차이가 있나요..  안녕하세요! 강남역 8번 출구에 위치한 글로리서울안과... 세균성<b>결막염</b>이나 각막염을 의심해 보실 수 있습니다. 우선 <b>결막염</b>에는 알레르기<b>결막염</b>이나 유행성<b>결막염</b>, 세균성<b>결막염</b>... "
<b>결막염</b>있으면 눈 피로 심하나요 일어나서 눈 떴을때... ,<b>결막염</b>있으면 눈 피로 심하나요 일어나서 눈 떴을때 눈이 잘 안열리는 느낌도 좀 있는데..  안녕하세요. 대한의사협회·네이버 지식iN 상담의사 양희정 입니다. 아무래도 염증으로 인한 눈 컨디션 저조가 있을 수 있습니다. 따라서 안과를... 
유행성 <b>결막염</b>인데 임파선 붓나요?,속다래끼 화농성 고름이 눈 안에서 터져서 현재 유행성 <b>결막염</b>을 진단받고 약물복용/안약 넣는 중인데요 사진에서 귀밑 이라고 명시된 임파선이 양쪽 다 부었는지 멍울이 만져집니다. 눈병이 오면 임파선도 붓는 경우가 종종 있나요?... 
알레르기 비염 두드러기 <b>결막염</b>,... 알레르기성 <b>결막염</b>으로 엄청 고생했거든요 안약을 쟁여둘 정도였어요 근데... 중3이되니 <b>결막염</b>도 가끔나고 아토피도 가끔 조금씩 나고 비염도 점점... 눈도 <b>결막염</b> 때문에 눈을 떠도 감아도 불편해요 왜이러죠 병원 갈 시간이 없어서... 
<b>결막염</b> 안대,"꽃가루 때메ㅜ<b>결막염</b> 생겨서 화장을 못해서 그러는데 안대 써도 되나요? 3일동안 매일 두 시간 정도여 네, <b>결막염</b> 안대를 쓰면 좋습니다. 하지만 매일 두 시간 정도만 착용하고, 안대를 착용한 후 바로 쉬는 것이 좋습니다. 또한 안대를... "
<b>결막염</b>이 심한상태입니다,... <b>결막염</b>의 종류에 따라 조금씩 다르나 2~3주 정도의 정도 시간이 걸립니다. 렌즈 착용과 자극적인 화장품 사용은... 알레르기 <b>결막염</b>의 경우 하루에 5~6번 정도 인공눈물 등을 사용해 주시고 최대한 눈을 만지지 않는 것이 좋습니다. 외출... 
알레르기성 <b>결막염</b> 눈두덩이 부음,"저번주부터 오른쪽 눈두덩이가 부어서 쌍꺼풀이 안보이길래 병원으로 갔는데,, 알레르기성 <b>결막염</b> 이라고 하더라구요 ㅠ ㅠ,, 병원에서 주신 안약이랑 약 먹어도 눈 붓기가 안돌아와요 찜질을 해도 안돌아오고…. 렌즈는 저번주부터... "
<b>결막염</b> 걸리고 6일동안 꾸준히 안약,"<b>결막염</b> 걸리고 6일동안 꾸준히 안약 넣어주어서 증상이... <b>결막염</b>으로 인한 증상이 사라졌다면 예약된 안과... <b>결막염</b>이 완전히 치료되지 않은 상태에서 안경이나... 있으며, <b>결막염</b>의 조언이나 치료에 따라 예약 일정을 재조정해야 할 수도... "
<b>결막염</b> 걸린 중1,... 제가 저번주에 <b>결막염</b>에 걸렸는데 왼쪽에 걸렸거등요 근데 오른쪽에도... 자는데 <b>결막염</b> 걸렸을때도 아파서 그 인형 안고 잤는데 <b>결막염</b> 걸린눈에서... 최근데 <b>결막염</b> 걸려서 심심해서 책상정리했는데 어케요 제발 불안해서 못... 
알러지 <b>결막염</b>,알러지 <b>결막염</b> 의사님이 다음주에 다시 오라하는데 안약 넣어서 괜찮으면 안가도 되나요? 항상 봄에 안약넣으면 괜찮았어서 여쭤 봅니다 알러지 <b>결막염</b>의 치료는 증상에 따라 다양하게 시행될 수 있습니다.... 
강아지<b>결막염</b>약..,저희집강아지가 눈도충혈되고 앞발로막긁는데 <b>결막염</b>같다고 의사쌤이말했는데 <b>결막염</b>이낫기위해서... <b>결막염</b> 말그대로 눈에 염증이생긴거에요! 염증이 다 나아서 괜찮아진다면 약은 안먹도 됩니다. <b>결막염</b>같은경우 보통 안약으로... 
<b>결막염</b> ㅠ,"... 번도 <b>결막염</b> 증세조차 나타나지 않았었거든요..?? 정말... <b>결막염</b>에 결렸다고 하더라도 상태가 심하지 않는... 반복적으로 <b>결막염</b> 증상이 나타나게 되는 경우에는 최대한... 알레르기성 <b>결막염</b>을 일으킬 수 있는데, 눈이 가렵고... "
알레르기성 <b>결막염</b> 관리 어떻게 하나요,"계속 눈 주위가 붓고 충혈도 되서 안과를 갔는데 알레르기성 <b>결막염</b> 진단을 받았는데요, 컴퓨터를 장시간 보는 것과 알레르기성 <b>결막염</b>이 관련이 있나요? 컴퓨터를 장시간 보면 알레르기성 <b>결막염</b> 증상이 더 심해지나요? 진단 받고... "
제가 거대유두<b>결막염</b>에 걸려서 안약을,제가 거대유두<b>결막염</b>에 걸려서 안약을 라이트토덱스랑 라이트올론(?) 이 2개를 처방받아서 투여하고 있는데 원래 이... 거대유두<b>결막염</b>으로 고민 중인 분께 도움이 될 수 있도록 노력하겠습니다. 안약 투여 시 눈이 시리고 아픈 것은... 
<b>결막염</b> 각막염 있으면 눈꺼풀도 통증이,"<b>결막염</b> 각막염 있으면 눈꺼풀도 통증이 있나요? 눈 감을 때 너무 아프네요  안녕하세요. 하이닥-네이버 지식iN 상담의 최민규 입니다. 네, 각<b>결막염</b>이 있을 때 눈꺼풀 통증, 깜빡일 때의 통증도 동반될 수 있습니다."
이거 왜이런건가요 (<b>결막염</b>?..),"... 알레르기성 <b>결막염</b>은 딱 두번만 걸렸고 나머진... <b>결막염</b>에 결렸다고 하더라도 상태가 심하지 않는 경우에는... 반복적으로 <b>결막염</b> 증상이 나타나게 되는 경우에는 최대한... 알레르기성 <b>결막염</b>을 일으킬 수 있는데, 눈이 가렵고... "
알레르기성 <b>결막염</b>,저번주에 병원 갓더니 의사가 알레르기성 <b>결막염</b>이라고 하던데 맞을까요?약간... 알레르기성 <b>결막염</b>이 맞는지 봐주세요ㅠㅠ  과일 전문 상담사 &gt; 과일아재... ^^ 과일아재의 답변: 알레르기성 <b>결막염</b>은 눈의 결막에 염증이 생기는... 
눈? <b>결막염</b>? 뭐죠?,... 근데 모르고 눈알도 같이 긁혀진느낌이 나서 에이 뭐 별거아니겠지 하고 샤워하고 나와서 거울을 보는데 눈이 이렇게 되어있었어요 혹시 뭘까요 <b>결막염</b>인걸까요?? 이 눈 반절은 원래 그대로 하얗고요 긁은 이 쪽만 충혈되어있었어요... 
<b>결막염</b> 렌즈,제가 <b>결막염</b> 걸린지 일주일 다되가는데 월요일에 껴도 된다고 해서 오늘 렌즈 껴볼러고 하는데 제가 토요일에 <b>결막염</b> 걸렸을때 꼈던 렌즈 궁금해서 진짜 아주 잠깐 20초 꼈는데 눈이 이프더라고요.. 근데 아주 잠깐 꼈다고 이상해 지진... 
라섹수술 후 4개월이 지난 시점에서 알레르기성 <b>결막염</b>,한달전에 검진받았을 때 알레르기성<b>결막염</b>인것 같다고 검사받고 안약 받아서 넣었고 최근에 또 눈이 간질간질한 것 같아 집에 새 제품 파타아인이 있어 눈에 넣어도 될지 문의드립니다!!  안녕하세요. 대한의사협회·네이버 지식iN... 
알러지성 <b>결막염</b> 질문,알러지성 <b>결막염</b>은 완치가 불가능한가요 아무리 약을 먹고 넣어도 안쓰고 1달이상 지나면 다시 가려워 미치겠고 오히려 안압만 높아졌습니다..  안녕하세요. 하이닥-네이버 지식iN 상담의 최민규 입니다. 알레르기에 대한 확실한 치료는... 
<b>결막염</b>이 안나아요,... 끈쩍거려서 <b>결막염</b>을 의심하고 안과에가서 <b>결막염</b> 진단을 받았습니다... 비염때문에 <b>결막염</b>에 걸린적이 있으나 이정도로 오래 지속되는건... 1 <b>결막염</b>의 증상이 맞는지 2 병원을 옮겨야하는지 3 어떻게하면 최대한 빨리 나을 수... 
<b>결막염</b> 회복,렌즈때문에 눈이 엄청 충혈돼서 안과 갔더니 <b>결막염</b>이 심하다고 하셨는데... 눈 안 쪽에 있는 결막 부위에 생기는 염증을 <b>결막염</b>이라고 합니다. 이와는... 알레르기 <b>결막염</b>과 유행성<b>결막염</b>이 자주 발생할 수 있는데 이럴때 생기는... 
눈 <b>결막염</b> 렌즈 (빨리답장 부탁드려여.. ㅠㅠ),2달 전에 렌즈때문에 <b>결막염</b> 생겨서 2달동안 안끼고 오늘 처음으로 렌즈 새 거 사서 꼈는데요 8시간정도 꼈던것같아요... 두달전 <b>결막염</b>때문에 약도 처방받고 다 나은줄 알았는데 왜그런지 좀 알랴주세요ㅠㅠ 치료가 되었어도 <b>결막염</b>에... 
이거 <b>결막염</b>인가요?,"... 이거 <b>결막염</b>인가요? 제가 렌즈 끼고 자거나, 불 끄고 핸드폰하고 엄청 늦게 자서 눈이 뻐근한데 렌즈를 꼈었는데... 다른 가능성 중 하나는 <b>결막염</b>일 수 있습니다. <b>결막염</b>은 결막이 염증을 일으키는 질환으로, 눈이 붉고 뻣뻣하며 비가... "
<b>결막염</b> 안검염 라식,"알레르기성 <b>결막염</b>이랑 안검염 있으면 라식 못하나요..? 아니죠? 제발요  안녕하세요 안경클리닉입니다. 안과 검안사... 눈에 <b>결막염</b>과 안검염이 있는 상태에서는 라식,라섹 수술이 불가능합니다. 염증이 가라앉고 괜찮아진 후에 수술이... "
<b>결막염</b> 혹은 눈병 관련 질문입니다.,<b>결막염</b> 혹은 눈병 관련 질문입니다. 아침 씻고나오니 눈이... 렌즈를 사용하시고 계시면 <b>결막염</b>이 있으신 경우 렌즈... 알레르기 <b>결막염</b>은 체질 비슷하게 외부 자극에 대한 역치... 대부분 자극성이나 알레르기성에 의한 <b>결막염</b> 환자인... 
<b>결막염</b> 렌즈,한달용 렌즈 사용하다가 <b>결막염</b>에 걸였는데 이 렌즈는 버려야하나여? 안녕하세요 안경사 서슨생입니다:_ 네 <b>결막염</b> 생겼을 때 사용했던 렌즈는 버리는게 가장 안전하고 좋습니다. 더 궁금하신 점은 댓글은 알림을 꺼놔서 확인이 안되니... 
알레르기성 <b>결막염</b> 일회용 인공눈물 냉장보관 후 투여,안녕하세요 알레르기성 <b>결막염</b>입니다 어느분이 알레르기성 <b>결막염</b>은 인공눈물을 냉장보관해서 차갑게 사용하면... 알레르기성 <b>결막염</b>의 주요 증상 중 하나가 간지러움인데 인공눈물을 차갑게 해서 사용하면 간지러움 완화에 도움을 주기... 
"쌍수, 앞트임 후 <b>결막염</b>","알레르기성 <b>결막염</b>이 자주 생기는데 수술 부작용 인가요 아님 렌즈껴소... 알레르기성 <b>결막염</b>은 주로 렌즈를 껴입거나 수술 후 발생하는 경우가 많습니다.... 하지만 감기성 <b>결막염</b>이나 알레르기성 <b>결막염</b>이 자주 발생한다면, 적절한... "
알레르기성 <b>결막염</b>?,... 하시더라구요 <b>결막염</b>도 생긴거 같다 라고 하셨는데 거진 2주는 지난거 같은데 코는 많이 좋아졌지만 눈은 눈꼽... 알고있는 관련 지식으로 여러분들의 궁금증을 해소 시켜 드리겠습니다.^^ 과일아재의 답변: 알레르기성 <b>결막염</b>은... 
고양이 <b>결막염</b> 옮나요,제가 고양이 두마리를 키우고 있는데 한마리가 <b>결막염</b>에 걸린것... 인한 <b>결막염</b>은 엄청 잘 옮아요. 서로 그루밍 해주다가도 옮기도 합니다. 떨어뜨려 놓는게 좋습니다. 비 전염성 <b>결막염</b>이라면 (알레르기나 이물질에 의한 <b>결막염</b>) 옮지... 
<b>결막염</b> 치료제 온도,"제가 눈이 너무 간지러워서 안과 가서 알레르기<b>결막염</b> 치료제, 항염증성안질환치료제를 처방받았는데 며칠 후에... 있었거든요 <b>결막염</b> 치료제는 25도까지던데 쓰면 안 되겠죠? 에어컨을 안 켜놔서...  알레르기성 <b>결막염</b>과 항염증성... "
제가 <b>결막염</b>인데요,제가 감기로인한 <b>결막염</b>인데요 애들은 어린이집... 옮는 <b>결막염</b>인가봐요 애들은 아직 괜찮아요 작년에도... [질문] 제가 감기로인한 <b>결막염</b>인데요 애들은 어린이집... 옮는 <b>결막염</b>인가봐요 애들은 아직 괜찮아요 작년에도 애들이... 
