Question,Answer
<b>감기</b><b>증상</b>인지 봐주세요ㅠㅠ,... 추운 <b>증상</b>도 있는데 이건 전에도 있었구요... 머리도 조금 아프면서 어지러운 것 같아요 <b>감기</b> <b>증상</b>인가요? 제가 약... 목이 쉬면서 기침까지 할 때-맥문동차 ;열이 있을 때-배즙 ;온몸이 쑤시는 <b>감기</b>일 때-계란청주 ;<b>초기</b><b>감기</b>-칡차 
폐렴 <b>초기 증상</b>,... 폐렴 <b>초기 증상</b>과 좀 겹치는 부분이 있던데 폐렴일수도 있나요?  어디에 이상이 있는것 같다던가 통증이 있다는... <b>감기</b>의 후유증 일 수도 있고 심하면 목에서 피가 나올 수도 있고요 병원에서 진료를 해도 병명이 애매한 경우가 많고... 
생리 전 <b>증상</b> 임신 <b>초기 증상</b>,... 임신 <b>초기 증상</b>인가요  임신하면 나타나는 <b>증상</b> * 생리가 일주일 이상 늦어진다! 생리가 규칙적이라면날짜가... 이때 <b>감기</b>에 걸린 것으로 착각하여 <b>감기</b>약을 복용하기도 하는데 <b>초기</b>에 약을 잘못 먹으면 기형을 유발 할 수 있으니... 
급해요..ㅠㅠ임신<b>초기증상</b>,... <b>감기 초기증상</b> 같은건..; 원래 감기가 있던 터라 잘 모르겠구요 .. 딱히 많이 피곤하다거나 그런건 없구요 ! 원래 잠이 많은 터라;; 늘 잠은 오구요 ;; 10월 8일날 생리를 한 날짜가 사실 좀 빠르기는 했습니다.. 원래 이맘때 쯤 생리를... 
임신<b>초기 증상</b>과 생리전 증후군 차이점이 뭔가요?,"... 그리고 제 임신초기때 증상은 제가 흡연을 했었는데, 원래 피던 담배양이 반정도로 줄었었고, 담배를 피면 속이 메스껍기도 하고, <b>감기초기 증상</b> 그러니까 몸에 열이나고 추위를 다른 일반사람에 비해 좀더타게됐으며, 은근히... "
"목<b>감기</b>, 코로나 <b>증상</b>",... 님은 코로나 <b>증상</b>은 아닌듯 합니다 약한 <b>감기</b><b>증상</b> 아니면 체함으로 인한 <b>증상</b>이 더 가깝네요 다만 지금<b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b>... 
거식증 <b>초기증상</b>,"거식증 <b>초기증상</b> 제가 다이어트 한다고 굶으면서(아침밥과 과일은 챙겨먹음) 운동 병행하면서 한 2주만에 10키로를... <b>감기</b>, 독감, 코로나19 조심하세요... 마스크 꼭 쓰시고요. 신간도서 &lt;조직∙인적자본자원 역량개발과 역량평가 및... "
<b>감기</b> 대처법,목이 칼칼하고 가래가 나오는데 <b>감기 초기증상</b> 같아요 친구한테 옮은것같은데 안아프게 낫는법좀 알려주세요 ㅠㅠ 그동안 감기때매 1년에 3번씩은 개고생했어요 이제 고3이라 아프면 안됩니다 ㅠ  병원가세요 지금 독감이 유행입니다... 
코로나 의심 <b>증상</b>? <b>감기</b>? 코<b>감기</b> 설사,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 약한 <b>감기</b><b>증상</b> 아니면 체함으로 인한 <b>증상</b>이 더 가깝네요 다만 지금<b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b>... 
코로나 <b>초기증상</b>,... 자고일어나니까 토할거 같은데 혹시 <b>초기증상</b>인가요??? 코로나는 37.5도이상 고열수반되고요 귀하 말대로면 <b>감기</b>.역류성식도염등으로 의심됩니다 큰병원 소화기내과캐어하세요 검사후 정확한진단과 치료도움줄거네요 글고 찬음료.... 
목<b>감기</b> 전염,목<b>감기 초기 증상</b>이라는데 목감기도 전염 되는 건가요?  예 전염되네요 목 감기도 어떤 균의 침입으로 생기네요 균이 침입하면 편도가 맞아 싸운다해요 이때 키스하면 옮을수 있을거네요 편도는 몸을 지키는 진지라 하내요 편도서 전쟁이... 
대상포진 <b>초기증상</b>,"... 대상포진은 오한과 발열에 속이 메스껍거나 권태감이 생기는 등의 <b>감기</b>에 걸린 것 같은 <b>증상</b>이 나타납니다. <b>초기</b>에는 피부에 불쾌감을 느끼며, 몸의 한쪽 편으로 심한 통증이나 감각 이상이 나타납니다. 발병 3~4일 후에는... "
폐렴 <b>초기증상</b> 뭐 있나요,... 근데 <b>감기</b>라고 해서 그러려니 했는데 약을 먹어도 먹어도 기침이랑 가래가 멈추지 않아요. 기침도 이게 속에서부터 올라오는 느낌이라 해야되나... 아무튼 그런 느낌이구요. 이거 혹시 폐렴 <b>증상</b>인가요? 너무 걱정되네요.  폐렴<b>증상</b>... 
폐렴 <b>초기증상</b>,"지금 기침, 가래, 숨이 차는 <b>증상</b>이 있는데 열은 없어서 이게 폐렴 <b>초기증상</b>이 맞나요? 기침은 나흘전부터 계속 나오고... 기침 가래는 우리가 흔하게 겪는 질병입니다 목이나 폐에 이상이 생겨서 올 수도 있고 코로나나 <b>감기</b>가 원인 일... "
코로나 <b>초기 증상</b> 피로감,"... 네 요즘 환절기로 인한 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>이 더 가깝네요 다만 현재 <b>증상</b>이 심하시면 코로나 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통, 인후통, 열... "
임신<b>초기증상</b>인가요??,... 임신<b>초기증상</b>에 <b>감기</b>기운도 있던데 보통 3주정도 됬을 때부터 나타난다고 들었어요 근데 저는 아직 2주도 안됬는데 이것도 임신<b>초기증상</b>일수도 있는건가요?? 아니면 그냥 <b>감기</b>인걸까요? 그리고 제가 원래 된장이나 청국장같은... 
"코로나 <b>증상</b> 미열,<b>감기</b>?","... 네 요즘 환절기로 인한 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>이 더 가깝네요 다만 현재 <b>증상</b>이 심하시면 코로나 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통, 인후통... "
파상풍 <b>초기증상</b>,제가 공고를다니는데요 그저께 실습하다가 기계에 손이 살짝 긁혔거든요 선생님 말로는 1학년 학기초에 실습하다가 손이 긁혀도안되고 입에 더러운게 들어가도 파상풍 걸린다하셨는데 다른 지식인에선 파상풍 <b>초기증상</b>이 우선 <b>감기</b><b>증상</b>... 
혹시 건선 <b>초기증상</b> 인가요?,"... 건선 <b>초기증상</b>인가요? 팔쪽에 네곳 정도 있는 것 같아요 안녕하세요. 네이버 지식인으로 만성습진 피부아토피... 만약, <b>감기</b>나 몸살 등등 가벼운 질병들에 대해서는 가까운 병.의원을 찾는 게 맞습니다. 하지만 아토피.습진처럼... "
이런거 코로나 <b>초기 증상</b>임?,열 기침 않하는데 갑자기 피곤해져서 졸음오는거? 코로나 <b>초기 증상</b> 인가요?  아뇨 ㅎㅎ <b>초기증상</b>은 대부분 고열이 많습니다^^ <b>감기</b><b>증상</b> 비슷하거나요
탈장 <b>초기증상</b>,탈장 <b>초기증상</b>이 뭔가요? 오른쪽 아랫배가 뭔가 불편감이 있는데 아직 배변을 안보긴 했어요. 배변을 보고도 불편하면... 감사합니다. 환절기에 <b>감기</b> 조심하시고 오늘도 좋은 하루 되세요 새해복많이받으시기바랍니다.
<b>감기</b>로 인한 중이염이 있나요?,"... 급성 중이염이 <b>초기</b>에 <b>감기</b> <b>증상</b>이 있다던데 <b>감기</b>로 인한 중이염이라면 어떻게 치료해야 하나요? 지금 귀가 너무 답답한데 하품 해도 안없어지고... 빨리 없앨 수 있는 방법 없나요 네, <b>감기</b>로 인한 중이염이 있을 수 있습니다. <b>감기</b>... "
우울증 <b>초기증상</b> 100,"... 제가 우울증 <b>초기증상</b>인거 같아서 글을남겨봅니다.. 1.모든것에 흥미가 떨어짐 2.폭식을 자주함 3.과도한 수면 4.... 주<b>증상</b>, 심리검사, 행동관찰 등을 종합하여 내립니다. 우울증은 '마음의 <b>감기</b>'라고 불리울 정도로 '누구나' 걸릴 수... "
콧물코막힘기침 <b>초기증상</b>,"<b>감기</b>,기침,코막힘 <b>초기증상</b>으로 소아과 처방을 받았습니다. 몇일뒤 치과신경치료에서 웃음가스치료가 있다고하니 항생제처방을 해줬는데 항생제가 두가지나있어서 너무 과한건 아닌지 걱정되네요. 몸무게 18.3kg 입니다. 자세히... "
폐암<b>초기증상</b>,"... 추가적으로 폐암<b>초기증상</b>의 경우 일반<b>감기</b>와 구별하기 어렵기때문에.. 많은 분들이 '<b>감기</b>에 걸린건가?', '담배를 펴서 그런가?' 등으로 그냥 넘어가는 경우가 많다고 합니다. 단순한 <b>감기</b><b>증상</b>으로 보이신다고 하더라도.. 40세 이상의... "
목<b>감기</b>인가요?,... 목에 붓거나 미열이 발생하면 목 <b>감기 초기 증상</b>으로 의심해볼수 있습니다. 가장 좋은 방법은 병원에 방문하여 진단과 처방을 받는것이 좋으나 상황이 여의치 않다면 약국에가서 목 감기 약으로도 개선 가능합니다. 이 후에도 목... 
에이즈 <b>초기증상</b> 질문이요,"... <b>초기증상</b>중 전신 살짝 근육통 몸살처럼 으슬거리는데 아니겠죠??  <b>초기</b> 단계인 급성 HIV 증후군은 바이러스에 감염되고 난 후 3~6주 후에 발생합니다. <b>감기</b>몸살처럼 두통, 발열, 인후 통증, 임파선 비대, 근육통, 구역, 구토, 피부의... "
코로나 <b>감기</b> <b>증상</b> 차이,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 환절기 <b>감기</b><b>증상</b>(일교차) / 체함 <b>증상</b>이 더 가깝네요 허나 <b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통... 
그냥열<b>감기</b>인지 수족구<b>초기증상</b>인지 궁금,"그냥열<b>감기</b>인지 수족구<b>초기증상</b>인지 궁금합니다 -열도 38.3에서6도사이왔다갔다하고 입안이 2,3군데정도 헐었습니다. 팔에도 3군데정도 뾰루지형식이었다가물집으로바뀌고있는데 혹시몰라서질문해봅니다.  입안의 상황이 수족구를... "
임신<b>초기증상</b>,관계 후 7일 되는 날 코가 막히고 콧물이 나더니 8일째 인 지금 코<b>감기</b> <b>증상</b>과 더불어 미열이 있습니다. 임신<b>초기증상</b>일까요 <b>감기</b><b>증상</b>이 임신<b>증상</b>이진 않습니다 임신가능시기였으면 임신테스트기 사용해보세요 
임신<b>초기증상</b>이 궁금해요,"... 그렇지만 생리전 <b>증상</b>과 임신<b>초기증상</b>은 비슷하기 때문에 경솔하게 판단을 할 수 없습니다. 또한 소변이나 <b>감기</b>, 배고픔등은 비단 임신이 아니더라도 일상생활에서 얼마든지 경험 할 수 있는 것들이기 때문에 <b>증상</b>만으로... "
코로나 <b>증상</b> <b>감기</b> <b>증상</b> 구분 좀 해주세요,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 요즘 환절기로 인한 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>이 더 가깝네요 다만 현재 <b>증상</b>이 심하시면 코로나 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나... 
임신 <b>초기 증상</b>,임신 <b>초기 증상</b>이랑 똑같은 <b>증상</b> 나타나는데 임신이 아닌 경우도 있나요?  임신하면 나타나는 <b>증상</b> * 생리가 일주일... 이때 <b>감기</b>에 걸린 것으로 착각하여 <b>감기</b>약을 복용하기도 하는데 <b>초기</b>에 약을 잘못 먹으면 기형을 유발 할 수... 
<b>감기</b><b>증상</b> 코로나?,"... 네 요즘 환절기로 인한 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>이 더 가깝네요 다만 현재 <b>증상</b>이 심하시면 코로나 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통, 인후통, 열... "
임신 <b>초기 증상</b>인가요?,"... 관계후 목이 따갑고 목<b>감기</b>처럼 그러는데 이게 임신 <b>초기 증상</b>인가요??  안녕하세요. 하이닥-네이버 지식iN 상담의 김관수 입니다. 임신 <b>초기 증상</b>으로 냉의 증가, 두통, 어지러움, 소화불량, 울렁거림. 가슴과 허리 통증, 아랫배 통증... "
신종플루<b>초기증상</b>인가요?,"... *질문 *재채기잘나오게하는방법 *신종플루<b>초기증상</b> *<b>감기</b>(독감)과신종플루의다른점 주<b>증상</b>은 발열(37.8℃)입니다. 일반 <b>감기</b>와 같이 계절인플루엔자 <b>증상</b>과 유사합니다. 발열(37.8℃)과 콧물, 인후통, 기침 등의 <b>증상</b>이 주요... "
코로나 <b>초기증상</b>,... 코로나 <b>초기증상</b>인지 잘 모르겠네요ㅜㅠ 저는 지금 목이 칼칼하면서 간지러워서 기침아닌 기침을 하구요 가래는... 코로나와 <b>감기</b>는 <b>증상</b>이 매우 유사하기 때문에 구별하기 쉽지 않습니다. 지금 <b>증상</b>은 코로나가 걸렸을때 생기는... 
폐렴 <b>초기증상</b> ?,"... 그냥 <b>감기 초기증상</b>인가, 곧 낫겠지 하며 병원도 가지 않았는데 오늘 점심 통닭을 먹고 감기약 한 알 먹으니까 목에 무언가 걸린 느낌이 나고 얼마 지나지 않은 때 갑자기 쏟아내는겁니다(5byte). 어머니께서 폐렴 초기증상이다, 요즘... "
임신 <b>초기 증상</b>중에 가슴이 아프거나,임신 <b>초기 증상</b>중에 가슴이 아프거나 <b>감기</b><b>증상</b> 등이 있다고 하던데 그런 <b>증상</b>들은 임테기에 2줄이 나온 후의 <b>증상</b>들인가요? 아니면 2줄이 나오지 않아도 <b>초기증상</b>으로 나올수있나요? 생리 예정일보다 8일이 지났는데.. 생리를 안하네여...... 
<b>감기</b> <b>증상</b>도 내과가면 받아주나요,"... 병원 내원도 좋지만, 먼저 아래 <b>초기</b><b>감기</b><b>증상</b>에 도움이 되는 셀프 조치법 영상 첨부하니 영상대로 해 보세요. 그래도 <b>증상</b>이 계속된다면 시국이 시국인만큼 1339, 지역번호120 전화상담 해 보세요. https://youtu.be/VFUR4XCGdqQ"
인후통이 코로나 <b>초기증상</b>인가요??,갑자기 목<b>감기</b> 처럼 목일 침삼킬때 아픈데 이것도 코로나19 <b>초기 증상</b>인가요?  38도이상 고열이 발생하는 경우가 코로나 의심환자로 간주하게 됩니다. 정확한 것은 질문자님의 검체를 채취해서 검사를 해야만 알 수 있습니다.... 
확실한 우한폐렴 중국발 코로나 <b>초기 증상</b>이 뭔가요?... ,확실하게 우환폐렴 감염을 의심해야하는 <b>초기증상</b>이 뭔지 궁금합니다. <b>감기</b><b>증상</b>과 어떻게 구분하는지도요. 전문가나 관련 뉴스나 팩트자료 링크를 올려주시면 채택해 드립니다. 확실하게 우환폐렴 감염을 의심해야하는 <b>초기증상</b>이 뭔지... 
코로나 <b>감기</b><b>증상</b>,"... 네 요즘 환절기로 인한 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>이 더 가깝네요 다만 현재 <b>증상</b>이 심하시면 코로나 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통, 인후통... "
폐암 <b>초기증상</b>,"폐암 <b>초기증상</b>이 어떻게 되나요 기침할 때 피를 토하거나, 기침이 잦아지거나, 몸무게가 빠지거나 여러 가지 <b>증상</b>으로... 극단적으로는 단순 기침 <b>증상</b>만 있을 수도 있고 이런 경우 <b>감기</b>와 구별하기도 힘들기 때문에, <b>증상</b>만으로 폐암을... "
"임신 극<b>초기</b>,<b>초기증상</b>",임신 극<b>초기</b> <b>초기 증상</b>좀 알려주세요..!!  임신하면 나타나는 <b>증상</b> * 생리가 일주일 이상 늦어진다! 생리가... 이때 <b>감기</b>에 걸린 것으로 착각하여 <b>감기</b>약을 복용하기도 하는데 <b>초기</b>에 약을 잘못 먹으면 기형을 유발 할 수 있으니... 
임신<b>초기증상</b>이요,... 관계를 할때 대부분 질외사정 이나 콘돔을 끼고 했었는데요..최근 들어 잠이 많아지고 <b>감기초기증상</b>을 가지고 있다가 감기는 다 낫고 요즘엔 생식기에서 피가 나왔다고 합니다.색깔은 갈색이였다고 합니다.피가 나기 몇주전 혹시나... 
코로나 <b>초기증상</b>,... 님은 코로나 <b>증상</b>은 아닌듯 합니다 약한 <b>감기</b><b>증상</b> 아니면 체함으로 인한 <b>증상</b>이 더 가깝네요 다만 지금<b>증상</b>이 심하시면 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b>... 
코로나 <b>초기증상</b>,"... 잠도 엄청 쏟아지네요 단군 컨디션이 안좋은건가요 <b>감기</b>인가요 아니면 코로나<b>증상</b>인가요 ㅠ  요즘 그런 <b>증상</b>이면 <b>초기 증상</b>일 가능성이 많아요. 특히 목 관련한 <b>증상</b>이면요. 자가키트 검사 추천드립니다. 주변 약국, 편의점에 팔아요."
흡연 폐암 <b>초기증상</b>,"담배핀지 8개월 정도 됐습니다 근데 요즘따라 숨쉴때마다 왼쪽 가슴쪽이 살짝씩 아파요 폐암 <b>초기 증상</b>인가요... 기관지 점막을 자극하여 기침, 객담, 가슴 통증, 가쁜 숨, 낫지 않는 <b>감기</b> 비슷한 <b>증상</b> ;빈혈, 체중 감소, 점차 호흡곤란... "
코로나 잠복기 <b>초기증상</b>,... 이번 신종 코로나바이러스 감염증 <b>초기증상</b>은 <b>감기</b> <b>증상</b>과 같아서 의사선생님들도 헸갈리는가봐요. 감염자가 병원을 몇 번 들락거려 진료를 받았는데도 몰랐다고 뉴스에 보도되었잖아요... 질문자님도 아시죠? 그러므로... 
<b>감기</b> 치료,"... 한기가 돌고, 기침, 콧물, 코막힘, 인후통, 근육통 등 <b>감기 초기 증상</b>이 있을때 도움이 되는 집에서 스스로 할 수 있는 감기 빨리낫는법을 알려드립니다. https://youtu.be/VFUR4XCGdqQ "
"코로나, 독감 <b>초기증상</b>",... 없는데 <b>감기</b>몸살일까요? 어니면 진짜 코로나 <b>초기증상</b>인가요... 지금 그냥 약국에파는 약 하나 먹었는데 내일까지 이 <b>증상</b>이 계속되면 병원 가봐야하나요?? 아니면 보건소를 가야하나요  독감 <b>감기</b> 코로나19 폐렴 등은... 
앵무새 <b>감기</b>인가요?,"... 콧물과 재채기를 하는 것은 <b>감기 초기 증상</b>이라 보시면 좋고요. 아마 에어컨때문일 가능성이.. 먼저, 투명 플라스틱 리빙박스(다잇쏘에 팝니다.) 구매하셔서 물을 넣어 습도 유지하면서 온도 30로 맞추고 2~3일 쉬게 해주세요. 작은... "
대상포진 <b>초기증상</b>,대상포진<b>초기증상</b>관련 질문드려요 21살 여잔데 어느순간부터 이런게보이더니 좀 커진거같긴해요.. 가렵거나 어디가... 나타나는 <b>증상</b>입니다. [대상포진 자가진단] 1. 물집이 나타나기 전부터 <b>감기</b>·몸살 기운과 함께 피부에 이상한 감각이... 
코로나 <b>초기증상</b>,... <b>감기</b> 걸리기 전에 붓는 그런 느낌이랑 비슷해요 월요일에 자가키트 및 신속 항원검사 음성이었구요 질문상은 코로나 <b>초기증상</b> 중 하나 입니다 한번 다시 검사바랍니다. [링크출처] &lt; &gt; 
임신 <b>초기증상</b>이 언제 나타나요?,"... <b>감기</b>, 생리 전, 임신<b>초기</b> 등 <b>증상</b>이 비슷하기때문이예요. 배가 불러오는것은 임신 4개월정도는 되어야 하는부분이고, 생리 전에도 도톰하게 배가 불러올라올 수 있습니다. 똥배가 나와서 그럴수도있구요.. 입덧을 하지 않는... "
임신<b>초기증상</b>,"생리 예정일 1/28이고 관계는 일주일 전에 갖었는데 생리 예정일이 지나도 생리를 하지 않고 아랫배 콕콕 쑤시는 통증에 위화감도 좀 들고 두통, 가스 참, <b>감기</b>몸살이 있는데 임신 <b>초기 증상</b>일까요? 원래 임신 일주차에도 임신<b>증상</b>들이... "
이거 혹시 폐렴인가요 폐렴 <b>초기증상</b> 알려주세요 ㅠㅠ... ,오늘이 2일째이긴한데 <b>감기</b>와는 다른느낌이 들어 올려봅니다 열이 38도까지 올라갔습니다 계속 기침도하고 가래도... 폐렴 <b>초기증상</b>좀 알려주세요.. 폐렴이 걸리면 폐에 염증이 생겨서 폐의 정상적인 기능에 장애가 생겨 발생하는 폐... 
<b>감기</b><b>증상</b>같은데 코로나일까봐 걱정입니다...,"... 질문내용은 코로나 <b>증상</b>이라기보다는 환절기 <b>감기</b><b>증상</b>에 가깝습니다. 하지만 <b>증상</b>이 심하시면 아래 자료 <b>초기증상</b> 목록 체크 확인후 병원 / 보건소 내방 권장 드립니다. &lt; &gt; 위는 코로나 <b>초기증상</b> (두통,인후통,열, 기침 등등등) 무<b>증상</b>... "
대상포진 <b>초기 증상</b>?,... 나타나는 <b>증상</b>입니다. 대상포진은 통증이 나타난 후에 수포가 올라오는 경우가 있어 의심이 된다면 반드시 대상포진 병원에 빠르게 방문해야 합니다. <b>초기</b> 대상포진은 <b>감기</b>·몸살과 비슷하게 나타나며 이후 피부발진과 통증이... 
임신<b>초기증상</b> 급합 (내공有),"... 화장실을 자주가고, <b>감기초기증상</b>, 잠이 적은편인데 평소와 다르게 정말 피곤하고 잠이많고, 식욕이 없는 편인데 정말 시도때도없이 잘먹고 계속먹게되고, 가슴이 요근래 갑자기 아프고 부푸는 느낌?, 빈혈증세도 있고, 짜증을... "
성인 잦은<b>감기</b><b>증상</b>,... 증상은 <b>감기 초기증상</b>이 목이 따갑고 기침을 심하게 하고 콧물도 흐르고 머리도 아픕니다. 머리 아프기 까지 만 하루가 갑니다. 근데 최근들어 감기 걸린지... 몇번 되었습니다.. 올해 1~2월경 위 감기 증상으로 병원에 내원하여 약을... 
저 그냥 <b>감기</b>인가요?,"... <b>증상</b> <b>초기</b>에는 음식을 삼킬 때 이물감이 느껴지고, 목마름과 기침 <b>증상</b>이 나타나면서 고열, 두통, 가래, 식욕부진처럼 <b>감기</b> <b>증상</b>과 비슷한 상태를 보이며, 기침이 심해지면 목소리가 쉬고 심한 염증으로 기관지 점막이 부어오르면... "
<b>감기</b><b>증상</b>인가요???,... 모든 병은 <b>감기 초기 증상</b>으로 나타난다는데.. 다른분이 글남긴거 보니....백혈병 얘기도 나오고...ㅠㅠ 남친 걱정되서 죽겠습니다...ㅠㅠ 아무래두 병원을 가봐야 할거 같은데...시간도 그렇고.. 내공 많이는 못걸지만...그래도... 
임신 <b>초기 증상</b>,임신 엄청 <b>초기 증상</b>좀 알려주세요..남자친구랑 관계라고 하기엔 아니고 서로 해주기만 하고 질외사정을 했는데 너무... 체온이 오르고 <b>감기</b>와 유사한 <b>증상</b>이 나타난다 : 약간의 미열을 느끼거나 <b>감기</b>에 걸린 것처럼 춥게 느껴지기도... 
에이즈 <b>초기증상</b>이요,... 그리고 목<b>감기</b>걸리고나서부터 백태도 갑자기 많이생기고 지금도 백태는 계속있습니다. 구강성교후 에이즈 <b>초기증상</b>이 3~4일정도에도 나타날수있나요? 검색해보니 그렇게 빨리나타나는 경우는 없다고 들었습니다. 그리고 만일... 
대상포진 <b>초기증상</b>일까요?,"... 대상포진은 오한과 발열에 속이 메스껍거나 권태감이 생기는 등의 <b>감기</b>에 걸린 것 같은 <b>증상</b>이 나타납니다. <b>초기</b>에는 피부에 불쾌감을 느끼며, 몸의 한쪽 편으로 심한 통증이나 감각 이상이 나타납니다. 발병 3~4일 후에는... "
<b>감기</b><b>증상</b>인가요???,... 모든 병은 <b>감기 초기 증상</b>으로 나타난다는데.. 다른분이 글남긴거 보니....백혈병 얘기도 나오고...ㅠㅠ 남친 걱정되서 죽겠습니다...ㅠㅠ 아무래두 병원을 가봐야 할거 같은데...시간도 그렇고.. 내공 많이는 못걸지만...그래도... 
코로나 <b>초기증상</b>인가요?,"... 네 요즘 환절기로 인한 <b>감기</b><b>증상</b> 또는 체함 <b>증상</b>이 더 가깝네요 다만 현재 <b>증상</b>이 심하시면 코로나 <b>초기증상</b> 목록 체크 확인후 병원 / 코로나 검사 진료소 내방 권장 드립니다. 가장 정확한 코로나 <b>초기증상</b> [참고자료] (두통, 인후통, 열... "
목<b>감기</b> <b>증상</b>인지 모르겠어요...,"... 그리고 제가 인터넷에 목감기 증상을 쳐봤는데,가벼운 감기를하거나 목이 건조하고 다른 이물질이 들어간것같은 느낌이 들면 목<b>감기 초기증상</b>이라고 나왔어요...지금 가벼운 감기를 하고,목에 이물질이 들어간 느낌이 들어요.근데... "
폐렴 <b>초기 증상</b>에 무엇이 있나요?,... 신종코로나 바이러스(우한폐렴) <b>초기 증상</b>이 <b>감기</b>와 비슷하다고 알려져 있습니다. 우한폐렴 <b>증상</b>으로 의심되시면 질병관리본부 1339로 전화하세요.. 전화 연결이 안되면 지역 보건소에 가시라고 질병관리본부에서 말씀한 것... 
임신<b>초기증상</b>에대해,제가듣기로는 가슴이 아프고 배가 딱딱해지고 먹을걸막먹게되고 <b>감기초기증상</b> 이라고 들었는데요 이외에 또다른 증상이 있나요? 그리고 더 정확하게 알려주세요..  임신 초기증상은 사람마다 틀립니다 우선적으로 생리를 안하니... 
에이즈 <b>초기증상</b> 인가요?,제가 이번달 11일에 배트남 여자분과 성관계를 맺었는데 지금 <b>감기</b><b>증상</b>이 있거든요 콧물도 나오고 가래도 끼고 기침도 나오는데 혹시 <b>초기증상</b>인가요? 몸에반점은 팔뚝에 모기물린것처럼 나와있네요 안녕하세요.... 
폐암<b>초기증상</b>인가요?,"... 담배도피고,술도마시고 그러거든요 근데 제가 <b>감기</b>가걸려서 좀고생을하는데 어느날기침을하니깐 피?... 이<b>증상</b>이 정말폐암<b>초기증상</b>인가요? 성실한답변부탁드립니다. 안녕하십니까! duswjd4763님. 보건복지가족부·국립암센터... "
코로나 <b>초기증상</b> 인가요?,... 그냥 <b>감기</b> 일까요? <b>초기</b> 코로나 <b>증상</b> 변이바이러스 및 오미크론 등의 감염 시의 <b>증상</b>은 사람마다 다릅니다. (지식인 정책정보 신등급 답변자로써 정말 정성껏 작성했습니다 꼭 채택 바랍니다 ㅜㅜㅜㅜ) 대부분의 감염자가 경증에서... 
코로나 <b>초기증상</b>,몇일전부터 아침에 일어나면 목이 아프길래 그런가보다 하고 넘겼는데 오늘따라 목소리도 변하고 목도 아픈데 코로나<b>초기증상</b>인가요ㅜㅜ 열은 35도 36도로 안나고 다른<b>증상</b>은 따로 없고 목만 그런데 그냥 목<b>감기</b>일가요?ㅜㅜ  제가 지금... 
에이즈 <b>초기증상</b>일때 (<b>감기</b>.몸살등등)일때 <b>감기</b>약을... ,에이즈 <b>초기증상</b>일때 (<b>감기</b>.몸살등등)일때 <b>감기</b>약을 먹어도 호전이 되지않고 시간이 지나야 호전되나요 그 <b>증상</b>이 진정 HIV감염에 의한 <b>증상</b>인지는 검사를 받아봐야 알 수 있고 단지 <b>감기</b><b>증상</b>만 가지고는 이를 <b>초기증상</b>이라 할 수... 
임신<b>초기증상</b>,임신<b>초기 증상</b>중에서 미열이생긴다는데 보통 몇도정도인가요? 37도정 도인가요? 그리고 변비도생기나요? 임신 1주... 이 시기에는 예민한 여성의 경우 <b>감기</b>와 같이 춥거나 열이 오른다고 느낄 수 있습니다. 임신 3주 기초체온이... 
<b>감기</b> 걸린 상태고 코는 안막히는데 가,... 코가 안 막히는 것은 일반적으로 <b>감기</b>의 <b>초기 증상</b> 중 하나입니다. 그러나 가슴이 답답하다는 것은 호흡기 <b>증상</b>으로 해석될 수 있습니다. 이는 <b>감기</b>로 인한 기관지 염증이나 기관지 경련 등의 원인으로 발생할 수 있습니다. 그러나... 
