Question,Answer
20대 남자 <b>위염</b>,... 옵니다 <b>위염</b>일까요? <b>위염</b>이면 우울증약하고 같이 먹어도 되나요?  안녕하세요. <b>위염</b>은 과로와 스트레스 불규칙적인... 또한 신경성 <b>위염</b>이란 말도 있듯이 <b>위염</b>을 악화시키는 요인으로는 심리적인 면도 상당히 크게 생각되어 집니다.... 
<b>위염</b> 진단 관련 문의드립니다!,... 안하고도 <b>위염</b> 진단 받고 약 받고 진단서 받을수... <b>위염</b>의 진단을 꼭 내시경으로 직접 확인해서 하는 것은... 상복부 명치부분의 통증이 꼭 <b>위염</b>이라고 할 수 있는 것은... 진단서 발급을 원하시는데 <b>위염</b> 코드가 꼭 들어가야하는... 
<b>위염</b> 어지러움,"<b>위염</b> 이틀차인데 어제도 누룽지 조금 먹고 아예 안막었고 오늘도 아침에... 주세요.)}] <b>위염</b>, 위식도 역류질환 등의 여러 가지 증상으로 많이... <b>위염</b>과 위식도 역류질환에서 많이 드시는 것은 좋지 않으니 조금씩 자주 드시는 것이... "
<b>위염</b> 식단,"<b>위염</b>일땐 식단을 어떻게 하면 좋을까요?  안녕하세요. 인터엠디(InterMD) x... 주세요.)}] <b>위염</b>은 위에 자극적인 물질, 즉 맵고 짠 음식이나 튀기고 거친 음식... 것이 <b>위염</b> 회복에 도움이 되겠습니다. 그리고 당연한 이야기이지만 술이나... "
<b>위염</b>걸리면 가슴통증,"<b>위염</b>이 오랫동안 지속되고, 가끔가다 왼쪽가슴이 찌릿찌릿거리는데 <b>위염</b>이랑 상관있나요?중3여입니다  안녕하세요... <b>위염</b>의 가능성도 있고 역류성식도질환 가능성도... 흉부를 부딪친 적이 없다면 <b>위염</b>과 식도염을 먼저 생각해보면... "
급성<b>위염</b> 너무 힘들어요,(14살 여자) 며칠전에 급성<b>위염</b> 진단 받고 죽 밖에 못 먹고... 우울해요 <b>위염</b>때문에 살도 계속 빠지고 너무 우울해서 하루에 몇 번씩 울어요 <b>위염</b>은 언제 낫나요 너무 힘들어서... <b>위염</b> 언제 나을 수 있을까요  안녕하세요. 기능성 소화불량... 
<b>위염</b>과 체하는 거에 질문 있어요,... 맞을까요 <b>위염</b>이 맞을까요?? 체할때도 위산 같은게... 괜찮아졌는데 <b>위염</b>인 경우도 이럴 수 있나요? 그리고 2일 전부터... 같아요)이거랑 <b>위염</b>이랑 관련이 있을까요..  안녕하세요. 기능성 소화불량 또는 <b>위염</b>의 가능성이 있어 보입니다.... 
미란성<b>위염</b> 소화불량,"... 미란성<b>위염</b>으로 나왔고 위에서 십이지장가는 쪽에 부어있는? 부분이 있어서 조직검사했는데 결과는 만성<b>위염</b>... 미란성<b>위염</b> 증상중에 하나인가요??  안녕하세요. 인터엠디... 일단 미란성 <b>위염</b>이 위내시경에서 확인되었으며, 미란성... "
<b>위염</b>인가요,"<b>위염</b>인가요 제가 4월부터 <b>위염</b>있는데요 혹시 암인가 불안해요  안녕하세요. <b>위염</b>은 과로와 스트레스 불규칙적인... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이 동반될 수... "
<b>위염</b>일때 마라탕,<b>위염</b> 걸린지 이제 한달 정도 됐고 2주차때 음식 먹어도 배가 아프지도 않고... <b>위염</b>에 걸린지 한 달이 되었고 음식 먹어도 배가 아프지 않고 최근 음주까지... 먹고 나서 다시 <b>위염</b>이 재발될 가능성도 충분히 고려하는게 좋겠습니다. p.s 더... 
<b>위염</b> 어지럼증,"<b>위염</b> 걸렸는데 어지럼증이 있을수가 있나요? 고개 돌릴때 어지러워요..ㅠㅠ  안녕하세요 <b>위염</b>에 걸려도 어지러울 수 있습니다. <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이... "
<b>위염</b> 토레타,<b>위염</b>인데 토레타 먹어도 될까요  안녕하세요. 인터엠디(InterMD) x... 주세요.)}] <b>위염</b>의 여러 가지 증상으로 인해 많이 불편하시겠습니다. <b>위염</b>인 경우 자극적인 탄산음료나 신... “<b>위염</b>”은 필요한 관리 및 치료를 하지 않으면 결국에는... 
위경련 <b>위염</b>,진료소견서에 급성<b>위염</b>이라고 기재되어있는데 의사선생님께서 진료하실때는... 두개가 같은 질병은 아닌데 그냥 <b>위염</b>에 포함시켜서 발급하신걸까요..? 제가... <b>위염</b>은 위경련을 유발하는 하나의 원인 일 수 있으며 위경련은 질병... 
<b>위염</b> 완치,"<b>위염</b> 완치 했는지 아는 방법 있나요?? 다른 음식을 먹었을때 메스꺼움 , 복통 없으면 완치가 된거로 생각 하면 되는... <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의... "
<b>위염</b> 질문입니다,변비가 엄청 심하고 왼쪽 배가 답답하여 병원을 갔습니다 병원에서 <b>위염</b>이라고 하더라구요 <b>위염</b>이랑 변비랑 상관이... 지금은 오히려 변비는 없고 구토 설사 증상이 있습니다 <b>위염</b> 걸리면 체중도 감소할까요?  안녕하세요. <b>위염</b> 은 과로와... 
<b>위염</b> 갈비탕,"<b>위염</b>인데 갈비탕 먹어도 되나요?  안녕하세요. 소화기내과 전문의입니다. 드셔도 됩니다. <b>위염</b>은 과로와 스트레스... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이 동반될 수... "
<b>위염</b> 증상,... 가보니 <b>위염</b> 진단을 받았는데요 그 뒤로 약 꾸준히... 아니면 <b>위염</b>이 원래 이런건지 언제부터 좀 편하게 먹어도 되는지... <b>위염</b> 증상이 금방 호전되는 것은 아니에요. 답답한 증상도 <b>위염</b>입니다. 계속 약을 드셔야 합니다. 적어도 2주는... 
<b>위염</b>이 생기는 이유,며칠전부터 계속 속이 쓰리는데요 저는 매운것도 안먹고 스트레스도 안받고 딱히 <b>위염</b>이 생길만한 이유가 없는데 왜... 속이 쓰리다고 전부 <b>위염</b> 때문이라고 생각하시면 안됩니다. <b>위염</b>이 전혀 없이도 속쓰림이 올 수 있습니다. 따라서... 
<b>위염</b> 식단,"... 아픈데 <b>위염</b> 식단좀요!!(죽은 너무 많이먹어서 물려서 못먹겠어요ㅠㅠ)  안녕하세요. 기능성 소화불량, <b>위염</b> 둘 다... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이 동반될 수... "
<b>위염</b>에 까스활명수,병원에서 위가 많이 부웠다고 <b>위염</b>이라는데.. 속이 울렁거리기만하고 시원하질 않습니다.. 까스활명수를 먹어도... <b>위염</b>약을 처방해주니는 않는가요? 위내시경등의 검사를 통해 정말 위가 부었는지 확인하였다면 <b>위염</b>약을 복용하면... 
<b>위염</b>약 질문,제가 갑자기 가스가 심하게 차서 <b>위염</b>약을 먹고도 계속 배에... 저녁 <b>위염</b>약 한번 더 먹어도 될까요…? 된다면 얼마 뒤에 먹으면 되나요? 아까 <b>위염</b>약+훼탈플러스 2알 먹었어요... <b>위염</b>보다는 과민성 대장 증후군 가능성이 있어 보입니다.... 
원래 <b>위염</b>이 조금 있었는데,"원래 <b>위염</b>이 조금 있었는데 저녁을 먹다가 갑자기 배가... 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의... "
<b>위염</b> 밥먹자마자 자도 되나요,"<b>위염</b>인데 밥 먹자마자 앉아서 자도 되나요?  안녕하세요. 인터엠디(InterMD) x 네이버 지식iN 건강상담 전문의입니다.... 주세요.)}] <b>위염</b>, 위식도 역류질환의 여러 가지 증상으로 많이 불편하시겠습니다. <b>위염</b>, 위식도 역류질환 등의... "
<b>위염</b>에 좋은 음식/식단,며칠전에 급성 <b>위염</b>에 걸려서 물만 마셔도 속이 메스껍고 소화제가 없으면 밥을 아예 못 먹는데 <b>위염</b> 치료에 좋은... 싶어요ㅠ <b>위염</b>에 좋은 음식과 건강한 식단에 대해서 알려드릴게요. <b>위염</b> 치료에 좋은 음식은 소화를 돕고 위를... 
<b>위염</b>인가요?,"... 그냥 <b>위염</b>인거라고 집에 있는 약 먹는 수 밖에 없다고 하시는데 진료 안 보고 그냥 <b>위염</b>약만 먹으면 나아질까요??ㅠㅠ  안녕하세요. 기능성 소화불량 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스... "
위장염 <b>위염</b>,"... <b>위염</b>이란 같은건가요?  안녕하세요. 소화기내과 전문의입니다. <b>위염</b>과 위장염은 같다고 보시면 됩니다. <b>위염</b>은... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이 동반될 수... "
<b>위염</b>인가요?,제가 저녁에 학원 갔다와서 배고파도 아무것도 안먹는데 위가 엄청 따끔거려요 <b>위염</b>인가요?  안녕하세요.... 아마도 <b>위염</b>이 있다고 볼수 있습니다. 자세한 것은 한의원에 가서 진료를 받아보세요. 도움이 되길 바랍니다.
<b>위염</b>에 관하여,"<b>위염</b> 증상 <b>위염</b> 원인 <b>위염</b> 검사 종류 <b>위염</b> 약  안녕하세요. <b>위염</b>은 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로... "
<b>위염</b>인가?,제가 요즘 가슴 아래쪽이 아푸다 안아프다 그러는데<b>위염</b>인가요? 만약이게 <b>위염</b>이면 2달정도 이런 증상이 있었는데 김각한가요? <b>위염</b>이 심해지면 어떻게되나요?  안녕하세요. 기능성 소화불량 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성... 
<b>위염</b> 소리,"만성 <b>위염</b>을 앓고 있는데 배가 안 고파도 속이 쓰리면서 꼬르륵... 줄이고 <b>위염</b> 빨리 나을 수 있는 방법 없을까요?  안녕하세요. 기능성 소화불량 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스... "
<b>위염</b> 증상 인가요,... 이거 <b>위염</b> 인가요..  안녕하세요. 대한한의사협회-네이버 지식iN 상담한의사 조용덕 입니다. <b>위염</b>증상 보다는 체기에 가까우신것 같습니다. 물론 <b>위염</b>으로 인한 소화불량일수도 있습니다만 <b>위염</b>은 대부분 속쓰림을 동반하는 경우가... 
<b>위염</b>인가요 위궤양인가요?,"... <b>위염</b> 약을 먹을때 부모님이 이모 말을 듣고 원래 <b>위염</b>은 계속 꾸준히 밥을... 느껴지고 <b>위염</b> 약을 먹으니 괜찮아졌습니다. 중간중간 탄산도 소량... ◇ 유근피: 비염, 식도염, <b>위염</b>, 궤양, 입술 https://cafe.naver.com/8sunway/13 ◇ 식초로... "
<b>위염</b>도 머리 아플수있나요?,"<b>위염</b>도 머리 아플수있나요?  안녕하세요. <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이 동반될 수 있습니다. 보통 식사 1~3시간 후에 나타나며 새벽에 속이 쓰려 깨어날 수도... "
위 내시경을 했었는데 홍반성 <b>위염</b>으로,위 내시경을 했었는데 홍반성 <b>위염</b>으로 조직검사에서 비정상적인 선을 가진 만성 미란성 <b>위염</b>으로 진단받았습니다.... 홍반성 <b>위염</b>이나 만성 미란성 <b>위염</b> 소견 자체는 암과 크게 연관이 있지는 않습니다. 위내시경으로 암을 진단 하는... 
<b>위염</b>잇으면,<b>위염</b>잇으면 명치 통증이랑 등 쪽도 통증이 잇나요? <b>위염</b>이 있으면 명치 통증은 있을 수도 있는데 등 쪽 통증은 없고... 안 좋은 것일 수도 있습니다. 췌장이 안 좋은 경우도 <b>위염</b>과 마찬가지로 큰 병원 소화기내과에서 진료받아야 합니다. 
<b>위염</b> 언제 나을까요?,"<b>위염</b> 언제 나을까요?? 입원치료도 4일 받고 약도 거의 2주가까이 마셨고 술도 안마셨는데 왜 완쾌가 안될까요?... <b>위염</b>의 경우 생활습관 특히 식습관 등에 의한 영향도 고려해야하다보니, 시간이 좀 더 걸릴 수 있습니다."
트름을 참으면 <b>위염</b>이 생기나요,... 참았다고 <b>위염</b>이 생겼다는 이상한 소리를 하는데 이게 맞나요? 자꾸 트름을 참아서 <b>위염</b>이 생겼다고 우기는데 제... 참는다고 <b>위염</b>이 생기나요  안녕하세요. 소화기내과 전문의입니다. 트림과 <b>위염</b>은 큰 상관은 없습니다. 다만 트림을... 
<b>위염</b>인가요 ㅠㅠㅠ,"제가 <b>위염</b>에 걸린 적이 한 번 있긴 한데 이 증상이 <b>위염</b> 증상인진 잘 모르겠네요ㅠㅠ 배가 살살 아프더니 이제 배랑... 기능성 소화불량 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인... "
<b>위염</b>인가요?,... 진료받는데 <b>위염</b> 같다고 큰병원 가서 내시경 받아 보시라 했거든요. 근데 이게 제가 초등학교때부터 있어서 <b>위염</b>이 맞을까요? 아니면 다른 질병일까요 ㅠㅠ  안녕하세요. <b>위염</b>의 가능성이 있어 보입니다. <b>위염</b>은 과로와 스트레스... 
대사증후군 <b>위염</b>단계,"제가 <b>위염</b>이 계속 재발되고 있는데 바로 원인이... <b>위염</b>이 대사증후군 때문이라고 하는건 병원 원장님이... <b>위염</b>증상이 계속 재발이 되신다면 위장기능이 약한것이... <b>위염</b>은 식사시간이 불규칙하고, 자극적이고 기름지고 소화가 잘... "
<b>위염</b>과 소화 관련 질문,"<b>위염</b>에 샌드위치, 샐러드 등 생 야채가 들어간 음식이 안 좋나요? 역류성식도염에 <b>위염</b>에 과민성대장증후군으로 거의... <b>위염</b>, 역류성 식도염, 과민성 장 증후군이 같이 있다면 고통이 크시겠습니다. 과민성 장 증후군의 주요 증상은 배변... "
급성 <b>위염</b> 관련,급성 <b>위염</b>에서 알코올에 의한 <b>위염</b>은 의궤양으로 진행하지 않음 이유가 뭔가요? (자세히 설명해주시면... 알코올에 의한 <b>위염</b>이라도 위궤양으로 진행할 수 있습니다. <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로... 
<b>위염</b> 재발떄문에 아픕니다,"... 이후로 <b>위염</b>이 생겼습니다.. 그러다가 그이후부터는 증상이 거으 ㅣ없어서 그냥 <b>위염</b> 걸리기전처럼 살았는데 최근들어서 갑자기 <b>위염</b> 증상이 다시 생기는겁니다 ㅠㅠㅠ... <b>위염</b>은 과로와 스트레스 불규칙적인 식사습관, 자극적 음식... "
<b>위염</b>,"급성<b>위염</b>이 거의 다 나은 거 같아서 어제 폭식하고 찬 음식만... 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의... "
"초등학생 <b>위염</b>, 다이어트",초등학생 5학년 여자아이 <b>위염</b> 의심되는데 내시경은 예약해놓은 상태에요. 자꾸 뭐만 먹으면 올라오는 것 같고 소화도... <b>위염</b>이 확실하겠죠?  <b>위염</b>보다는 소화가 안되는 증상이라 볼수 있습니다 즉 위와 소화기관에 공급되는 소화효소가... 
<b>위염</b>에 좋은 과일,"<b>위염</b> 걸린지 일주일이 넘었어어요 속 안 좋고, 쓰린 증상이... 꺼져요ㅠ <b>위염</b>은 먹을게 거의 없으니까.. 간식으로 과일이라도 먹고 싶은데 <b>위염</b>에 좋은 과일 뭐가 있을까요?... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나... "
급성<b>위염</b> 지속기간,"급성<b>위염</b> 지속기간이 얼마나 되나요ㅠㅠ 진짜 토할거같고 미치겟어요  안녕하세요. <b>위염</b>은 과로와 스트레스... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이 동반될 수 있습니다.... "
"구토, <b>위염</b>","현재 <b>위염</b>으로 약을 한달반째 복용중입니다. <b>위염</b>이 전에도 한번 걸린적이... 위내시경 결과로는 <b>위염</b>정도가 심하지 않다는데 요즘에는 증상이 좀... 기능성 소화불량 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b> 둘 다... "
<b>위염</b> 누우면 토,"... <b>위염</b> 진단 받았는데요 누우면 토할 거 같은데 응급실 가서 수액 맞으면 나아질까요?  안녕하세요 질문자님은 <b>위염</b>... <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의... "
<b>위염</b>에 MEGATRUE max,제목처럼 <b>위염</b>때문에 병원에서 약을 처방 받아서 먹고 있는데 이 영양제도 같이 먹어도 될까요? <b>위염</b>약 먹고 저것도... 복용하셨을때 불편한 증상이 있으시다면 <b>위염</b>치료가 완료된 후 복용하시길 권장드립니다.
위 내시경 급성 만성 <b>위염</b> 구분,"내시경에서 급성<b>위염</b>과 만성<b>위염</b>은 어떻게 구분되나요?  안녕하세요. 하이닥-네이버 지식iN 상담의 이정찬 입니다.... 급성<b>위염</b>과 만성<b>위염</b>이 공존하기 떄문에 구분의 의미가 없기도 합니다. 다만, 출혈이 있거나 미란이 심하면 급성일... "
스트레스성 <b>위염</b>?,... 찾아보니까 <b>위염</b> 증상과 비슷한 것 같은데 이게 시험 시간에만 그런 거라... 혹시 제 증상이 스트레스성 <b>위염</b>이 맞을까요? 아플 때 먹을 수 있는 약이나... <b>위염</b>의 가능성이 있어 보입니다. <b>위염</b>은 과로와 스트레스 불규칙적인 식사습관... 
<b>위염</b> 반시,"<b>위염</b>인데 반시 먹어도 괜찮나요?  안녕하세요, 인터엠디 - 네이버지식iN 상담의 내과 김무웅 입니다 네 <b>위염</b>일 때 반시는 크게 영향을 끼치지 않으나 많이 먹으면 <b>위염</b> 외에 변비 등이 생길 수 있으니 주의하시면 좋겠고 무슨 음식이던지... "
<b>위염</b>인가요??,"... <b>위염</b>일까요ㅠㅜㅜㅜ?  안녕하세요. 기능성 소화불량 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b>... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나 칼로 베는 듯한 느낌, 오심, , 공복감 등이 동반될 수... "
미란성<b>위염</b> 위축성 <b>위염</b> 치료,미란성<b>위염</b> 위축성 <b>위염</b> 치료을 두달전 건강검진에서 판정받았습니다(48세) (술담배 안남 키 몸무게 정상 범위 기존에... 위축성<b>위염</b>은 사실상 노화가 된거라 회복히 (치료)가 힘들다고 알고있습니다. 미란성<b>위염</b>은 회복이 가능하다고... 
급성<b>위염</b>인가요?,"... 급성<b>위염</b>인가요?  안녕하세요. <b>위염</b>의 가능성이 있어 보입니다. <b>위염</b>은 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는 듯하거나... "
<b>위염</b> 미열,제가 어제 병원에 갔는데 <b>위염</b>이라는 거예요 근데 병원 갔을 때도 37.2도?... 똑같아서 <b>위염</b> 걸리면 원래 이렇게 열이 날 수 있나요?? 근데 막 독감 걸린... <b>위염</b>이 있을 때 오한이 생길 수는 있어요. 춥다고 느끼는 것이 오한이구요.
<b>위염</b> 증상일까요,제가 요즘 속이 안좋아서 병원 가보니까 <b>위염</b>이라고 하더라구요. 약 지어와서... 드는데 <b>위염</b>때문에 그런걸까요 아니면 다른 문제가 있는걸까요..??... 후 <b>위염</b> 진단아래 약물 처방을 받으셨군요. 음식을 먹고 나서 내려가는 느낌이 가슴... 
<b>위염</b> 방귀,<b>위염</b>인데 방귀 나오고 그러면 좋아지고 있다는 뜻인가요?  방귀는 장속에 가스가 차서 생기는 증상입니다 <b>위염</b>때문이 아니라 소화가 안되면 나타나는 증상 이죠 즉 음식물이 소화되지 않고 위에서 장으로 그대로 내려가서 억지로 발효... 
<b>위염</b> 변비약,질문드립니다 <b>위염</b>으로 놀텍정 가스프렌정 라미스타정 복용중인데요 변비가 심해져서 메이킨 복용해볼까하는데요... 변비약을 먹고 2시간 뒤에 <b>위염</b>약을 드셔야겠습니다. <b>위염</b>약 때문에 변비약이 장이 아닌 위에서 녹을 수 있습니다.
<b>위염</b> 약 복용,"오늘 병원 가서 <b>위염</b> 진단 받고 약을 받아왔는데요 빈속에... <b>위염</b>약을 복용해도 큰 문제 없습니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의... "
이 약이 <b>위염</b>때 먹는 약이 맞나요?,"... 해보니 <b>위염</b>이랑 지방간이 있다고 하셨어요. 근데 이 약이 지방간이나 <b>위염</b>에 맞는 약이 맞나요? 오전은 괜찮은데... 그리고 추가적으로 <b>위염</b>에 좋은 음식 및 식단을 어떻게... <b>위염</b>, 장염에 쓰는 약입니다. <b>위염</b>의 증상은 주로 명치... "
만성<b>위염</b> 질문,... 저는 20살때부커 꾸준히 만성<b>위염</b>을 가지고 있습니다.... 만성<b>위염</b>이라고 말씀해주시더라고요 그리고 약 처방받고 약을... 하기보다는 <b>위염</b> 치료에 더 신경쓰시는 것이 좋을 것 같습니다. <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며... 
<b>위염</b> 위전정부 전벽 후벽 검진결과,<b>위염</b> 위전정부 전벽 후벽 검진결과받았습니다. 먹지 말아야할 음식과 조심해야하는것 그리고 <b>위염</b> 증상에대해 부가적인 설명 부탁드립니다ㅠㅠ  안녕하세요. <b>위염</b>은 과로와... <b>위염</b>의 증상은 주로 명치 부위에 통증이 있으며 타는... 
<b>위염</b> 증상,"<b>위염</b> 증상 중에 구토가 있는 걸로 아는데 안하는 법은 없을까요 .. 누우면 토할까 봐 눕지 못하고 있어요 ㅠㅠ... 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>... "
"역류성식도염 ,<b>위염</b>",요즘 10대들도 자주걸리나요 역류성 식도염 아니면 <b>위염</b>인... 위축성<b>위염</b> 약 1년만에 완치한 30대 초반 남자입니다... 합니다 <b>위염</b>은 전적으로 환자 본인의 의지와 관리만을... 인터넷으로 <b>위염</b>완치 환자들 수기 다 찾아보면서 <b>위염</b>에 좋은... 
만성표재성<b>위염</b> 진단을 받았는데요,"... 만성표재성<b>위염</b>이라고 6개월 이상 진행된걸로 보인다고 하셨는데 저는 그럼 이제 영원히 <b>위염</b>을 달고... 질문자분의 경우는 내시경상 병변이 보이는 <b>위염</b>이 걸리신... 영원히 <b>위염</b>을 달고 사는건 아닙니다. 치료 하시면 되는데, 치료... "
미란성 <b>위염</b>,"... 미란성 <b>위염</b>이라고 진단받았습니다. 약을 얼마 안먹고도... 걱정이네요 ㅠㅠㅠ 미란성 <b>위염</b>이 스트레스가 주... <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>... "
<b>위염</b> 완치 기준,"며칠전에 <b>위염</b> 진단 받고 하루는 세끼 죽만, 다음날부턴 자극적이지 않은 일반식 먹었는데 이제는 약을 안 먹어도... 없어요 <b>위염</b> 증상이 없어지면 <b>위염</b>이 다 나은건가요?? 약 5일치 받아왔는데 증상 없어도 받은 약은 다 먹을까요? <b>위염</b>약... "
<b>위염</b> 속크린에스 정,<b>위염</b>이 있었는데 내과 약을 먹고 괜찮아진 것 같아서 치킨 우유를 먹고 자고... 변비약 마그밀정을 복용하고 있어요  안녕하세요 현재 <b>위염</b>과 식도염 증상이... <b>위염</b> 및 역류성 식도염은 초기 대처가 매우 중요합니다. 증상이 조금... 
헬리코박터균 <b>위염</b>,내시경을 했는데 위식도가 안좋고 <b>위염</b>이 있다고 말했는데... 주셨는데 <b>위염</b>약은 안주나요?  안녕하세요. 원자력병원-네이버... 등이 <b>위염</b>약제라고 할 수 있을것같고 일반적으로 헬리코박터 치료후 본격적으로 <b>위염</b>등은 치료하는경우가... 
<b>위염</b>이 너무 심한거같아요 왜이러죠,"올 초 3월쯤 부터 <b>위염</b>증상이 처음 발병 되고 , 이후로 계속... 있다가 <b>위염</b> , 역류성 식도염 , 인후염 이렇게 계속... 처음에 <b>위염</b> 엄청 심했을때는 아프다는 느낌이였는데... 토할거같았어요 <b>위염</b>을 달고 지냈지만 이런적은 처음이라서 조금... "
<b>위염</b>인데요..,"제가 지금 <b>위염</b>인데 쥐포를 먹어도 될까요??.. 만성 위축성 <b>위염</b>으로 2년 가까이... 받았어요 <b>위염</b> 치료는 약, 음식 같은것도 물론 어느정도 도움이 되긴하지만... 위축성 <b>위염</b>은 나이 먹으면서 40~50대 되면 다 생긴다 증상이 미미한 편이니... "
<b>위염</b>약이랑 이부프로펜,제가 만성<b>위염</b>으로 <b>위염</b>약 복용중인데 지금 생리통이 좀 심해서 이부프로펜... 근데 이부프로펜이 원래 먹고나면 위가 좀 쓰려서 걱정인데...<b>위염</b>약이랑... 상담 약사 강병구 입니다. 사진속의 <b>위염</b>약과 이부프로펜은 병용이 가능합니다.
<b>위염</b>인데 오한 발열이 안떨어집니다,약 하나를 잘못복용하고 <b>위염</b>이 생겻는데 (내과가서 진료본결과) 복통은 거의... 이거 <b>위염</b> 다 나아야지 오한 발열 사라지나요? <b>위염</b> 회복기간이 인터넷에서... <b>위염</b>이라면 열이 나지는 않습니다. 열이 지속된다면 <b>위염</b> 외에 열이 나는... 
급성 <b>위염</b>,"제가 한 일주일 째 <b>위염</b> 때문에 고생중인데 원래는 밥 먹고... 또는 <b>위염</b>의 가능성이 있어 보입니다. 기능성 소화불량, <b>위염</b> 둘 다 과로와 스트레스 불규칙적인 식사습관, 자극적 음식 섭취가 많은 현대인들에게 흔한 질병입니다. <b>위염</b>의... "
<b>위염</b>에 걸렸어요…,"독한 소염진통제를 먹고 <b>위염</b>에 걸린거같아요 그리고 시험기간이라 스트레스를 받다보니 <b>위염</b>이 생각보다 오래가네요... 소염진통제로 인한 <b>위염</b> 또는 위궤양을 생각하셔야 겠네요. 증상으로는 소화불량, 트림, 식욕부진, 복부 팽만감... "
<b>위염</b> 증상 한약,<b>위염</b> 증상 7개월 미만으로 한약을 2개월째 먹고 있습니다... 아니면 몸에 맞지 않는 걸까요  <b>위염</b>증상을 자각적으로 느낀... 급성<b>위염</b>이라 하여도 반복되는 경우도 많습니다. 따라서 이미 만성<b>위염</b>이었을 가능성을 배제할 수 없으며 이는... 
<b>위염</b> 미열증상,<b>위염</b>인데 음식...미음만먹어도 바로 상체에 땀이납니다.... 왜그런건가요?<b>위염</b>일때 원래이런건가요 하루정도 굶고... <b>위염</b>과 땀이 나는 증상은 서로 관계가 없습니다. 다만... <b>위염</b>보다는 오히려 특정 상황에서 특정 부위에 땀이 나는... 
<b>위염</b> 음식 질문이요ㅜㅜ,"제가 <b>위염</b>에 걸려서 3일째 죽만 먹고 있는데 너무 허하고 배고파서요.. <b>위염</b> 일 때 먹어도ㅠ되는 음식 좀 알려주세요ㅜㅜ 자극적이지 않은 거요  안녕하세요. <b>위염</b>일때는 사실 자극적이지 않은 음식만 드시면, 일반식을 드셔도 큰 무리는... "
